order_number,customer_name,address,city,country,contact_fullname,dealsize
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10305,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Large
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Large
10313,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Medium
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10324,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10334,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Small
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10349,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Large
10358,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10366,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain Pascale,Medium
10370,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10377,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Large
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10394,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10405,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Large
10412,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Large
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10425,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10117,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10128,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Medium
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10196,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10221,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10232,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10248,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Medium
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10293,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Small
10326,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Medium
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10372,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10396,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10414,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Medium
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Small
10191,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10238,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10265,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Medium
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Small
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Medium
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10319,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Medium
10329,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10103,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10126,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Medium
10139,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10149,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Medium
10163,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Medium
10173,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10193,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Small
10206,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Small
10215,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Medium
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10244,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10257,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Medium
10290,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor Leslie,Small
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Medium
10312,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10323,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Medium
10347,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10357,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10369,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Medium
10382,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Large
10392,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Medium
10423,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Small
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10147,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,Nelson Allen,Medium
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10191,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10203,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Medium
10225,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10238,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Medium
10265,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Large
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10300,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Medium
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10320,"Volvo Model Replicas, Co",BerguvsvÂ„gen  8,Lule,Sweden,Berglund Christina,Medium
10330,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Medium
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Large
10109,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10123,Atelier graphique,"54, rue Royale",Nantes,France,Schmitt Carine,Medium
10137,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10161,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10172,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10181,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10192,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Medium
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10212,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10226,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Large
10240,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Medium
10253,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10266,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10278,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10287,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,Holz Michael,Medium
10301,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10311,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10321,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Small
10343,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10367,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Medium
10379,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10406,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Large
10419,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10146,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10180,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10191,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Medium
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10224,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10237,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Small
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10264,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Small
10286,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Small
10299,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10319,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Small
10330,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10342,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10403,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10130,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,Taylor Leslie,Medium
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10155,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10178,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,France,Roulet Annette,Medium
10186,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy Thomas,Medium
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10222,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,Thompson Valarie,Medium
10249,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,Tseng Kyung,Medium
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10273,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey Catherine,Medium
10283,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10307,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Medium
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Medium
10338,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain Pascale,Medium
10351,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10373,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10386,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10400,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Large
10415,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Medium
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10117,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10152,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan Tony,Medium
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10176,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10196,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco Valarie,Medium
10220,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Large
10230,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Large
10247,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10272,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Medium
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Large
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10324,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Medium
10337,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Medium
10349,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10358,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10372,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Large
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10394,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10413,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10100,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,Young Valarie,Small
10110,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10124,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,King Sue,Medium
10148,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10173,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10182,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10193,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,Connery Sean,Small
10204,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10213,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,UK,Hardy Thomas,Medium
10227,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Medium
10241,Mini Caravy,"24, place Kluber",Strasbourg,France,Citeaux Frederique,Medium
10280,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,Accorti Paolo,Medium
10288,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10302,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10311,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10332,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Large
10344,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10367,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Small
10380,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10407,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10420,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Medium
